"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Old Seward-Oceanview","Anchorage","AK","Anchorage","Anchorage",1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334900,334900,329700,343507,381750,371000,372250,379450,379000,359950,343800,349900,334500,352900,351900,342500,339000,335500,323900,326900,327300,314900,321900,308950,326300,335000
"Inglewood (Riverwood)","Nashville","TN","Nashville","Davidson",1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256200,285000,270500,257400,249950,279900,284900,271450,279516,279516,299900,327400,349000,299956.5,298950,334950,3e+05,307000,282400,299000,287000,284900,299900,334889
"Southwest","Salem","OR","Salem","Marion",1089,344950,349900,309000,324900,318200,320000,319900,309900,299900,299000,279450,275000,259900,250000,251950,229000,221450,219900,209000,199900,209000,199900,199900,199900,199000,199950,2e+05,204900,210000,224900,217000,199900,197450,199900,224450,230000,239900,239900,249900,233500,231700,255000,262400,257000,247000,240000,243750,266950,274900,279900,277450,275000,262450,289900,259950,275825,262400,264950,259900,261950,254900,255250,265250,264900,304400,309900,322350,334500,320000,304900,299900,302400,314450,309900,315000,322400,349900,349900,327450,325000,329950,318450,311900,307900,305000,343000,392500,408500
"Georgetown","Savannah","GA","Savannah","Chatham",1090,169250,168500,168500,164900,164900,159900,159900,159900,162600,160000,159900,154900,159900,149900,148700,147450,141950,143660,140705,139900,129900,135000,125000,125000,125000,139900,130000,138000,132450,130000,129900,139700,139900,139200,138700,140000,142650,145950,140000,141475,142950,144900,159175,160950,153050,154900,150000,153000,154450,150000,152000,155000,158900,154950,149861.5,152450,157000,145600,162700,139950,159900,159900,155000,155950,161400,159900,159900,164900,155900,159900,161900,167900,168700,169900,169900,164450,176900,167900,173500,168450,165900,165900,164500,169499.5,169900,180450,174900,173500
"West Glens Falls","Queensbury","NY","Glens Falls","Warren",1091,195900,181950,179950,179900,201950,198900,186950,189000,179900,177450,169900,169900,172900,169900,177450,175900,186400,189900,189900,189900,189000,179900,184900,186400,172400,169900,169900,174900,169900,169900,169000,169900,169900,159900,182000,183700,182000,187400,185421.5,177943,198250,182450,179900,179900,189400,198900,217450,206200,199450,219900,222450,216950,219900,194000,219000,195000,204500,199000,199999,209500,175888.5,189950,184900,197950,192200,177250,178450,185000,174900,179000,161200,170950,177000,179450,179900,185950,189900,189900,191900,194900,187450,191150,189900,189900,185900,189900,189900,214000
"Hampden","Baltimore","MD","Baltimore","Baltimore City",1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,219000,214900,196749.5,202450,217500,225000,224000,225000,226950,229900,235000,245000,234475,226500,217000,219494,220000,219993.5,209900,2e+05,210000,225000,212445,214950,224900,229900,224900,227000,229900,224900,2e+05,219000,234900,225000,226450,219900,225400,239000
"Norwood Park West","Chicago","IL","Chicago","Cook",1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,315450,329900,349900,370900,353000,349000,349000,346500,337000,332450,339000,329450,339000,349000
"Hale","Denver","CO","Denver","Denver",1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,549950,550000,549999.5,550000,525000,522000,499900,489000,494000,449000,529000,544950,529900
"Oakville","Watertown","CT","Torrington","Litchfield",1095,164950,179900,179900,199900,198000,189900,183950,179900,187900,188900,187000,183450,175900,169900,179900,194000,209900,199900,199900,209450,202950,204450,189900,182200,179450,174950,177000,174900,169900,169900,172400,169900,169900,177450,181450,179900,169900,169900,189900,189900,189000,184450,194900,202450,2e+05,2e+05,189950,195000,192200,190000,186000,185000,189900,187000,184900,182400,179900,189000,177400,178900,189450,209900,214900,199950,202500,209000,205000,2e+05,199900,192450,187400,189900,165000,174900,169800,177000,204250,189900,184900,189900,194900,193200,184950,189000,185900,184900,189450,189000
"Bayshore Beautiful","Tampa","FL","Tampa","Hillsborough",1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,579900,579900,587450,590000,617000,599950,629900,610000,619500,6e+05,599000,559450,550000,559000,569900,599949.5,626950,650000,642449.5,675000,749900,749950,652000,699000,645000,722000
"Historic Old Northeast","Saint Petersburg","FL","Tampa","Pinellas",1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549500,549500,550000,495000,549000,479000,449000,457000,531450,599000,629000,599000,576200,599500,627000,654000,644500,638800,632450,640000,634500,599500,619900,639000,619900,639000
"Blue Oaks","Roseville","CA","Sacramento","Placer",1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000,424450,429900,429945,434495,446995,446950,443750,445000,445000,449000,450000,449000,426500,414900,425700,449995,439950,431495,449990,449990,459000,472000,465000,479500,488000,483250,477249.5,475249.5,475249.5,492200,514000,537000,525000,499900,489000,499500,498900,498900,452450,440000,459900,459900
"North City","San Diego","CA","San Diego","San Diego",1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474938,1450438,1457500,1497000,1499000,1585000,1749000,1550000,1550000,1572500,1495000,1475000
"Kirkwood","Atlanta","GA","Atlanta","Fulton",1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,214750,209900,239900,275000,279900,279700,304500,287450,249450,249900,249950,265000,280000,279000,276950,279950,299900,325000,329450,339900,334950,330000,344950,329900,382000,368450,399900,388800,375000,349950,375000,355000,350000,379700,354500,389000,404950,399450,430000,449900,449000
"Arbor Lodge","Portland","OR","Portland","Multnomah",1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459900,460000,460000,449900,399050,449000,442000,449900,444450,430000,425000,439450,439450,442400,449950
"Springdale","Stamford","CT","Stamford","Fairfield",1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429450,419000,419000,421950,439500,426950,427000,415500,408000,399450,399999,399999,399000,389000,407000,457000,469500,459000,434500,399000,405000,405000,410000,375000,389500,410000,439500,464000,469000,449900,452000,444900,429000,435000,440000,437000,425000,425000,425000,444900,449900,457000,455000,442450,412500,410000,402000,402000,359500,381600,432450,449900
"Saddle Rock Golf Club","Aurora","CO","Denver","Arapahoe",1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,349000,329000,337950,343600,399949.5,397500,354015,380000,359900,389000,385000,377450,405000,466899.5,479900,484900,487400,474950,475000,484700,494700,484750,479950,495000,479950,477475,470200,469000,466200,469000,474075,472072.5,475947.5,489950,478950,504400,504400,520000,539900,567400,589900,555632,555000,555000,557682,549500,525000,525000,526950,570000
"Berrys Chapel","Franklin","TN","Nashville","Williamson",1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427450,389900,394082,400807.5,425000,425000,427000,424900,399437.5,4e+05,409900,424900,430000,415250,469900
"Lincroft","Middletown","NJ","New York","Monmouth",1105,429900,449000,5e+05,510000,499999,499900,474950,509450,525000,527450,514900,519900,477500,474000,474000,499900,525000,499400,499900,539900,540950,539900,539900,539900,559900,559450,539000,514950,497500,499000,504500,519000,496500,509000,502499.5,505500,483486,488870,509000,579000,559000,559000,595000,595000,598000,609400,579999,569450,569900,569900,574450,569949.5,569000,585000,565000,560000,555000,552500,527500,530000,555000,594000,574450,609450,625000,597000,597000,619000,609000,599000,599000,599000,597000,579450,597000,599999,604999.5,629999,599900,629999,649000,624900,599450,599000,597990,588495,579000,579000
"Jungle Terrace","Saint Petersburg","FL","Tampa","Pinellas",1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142500,150000,149950,150000,149000,159900,168900,161000,159900,167000,174900,162250,149900,154900,159900,174450,169900,169500,160000,162400,165999.5,179450,194550,195000,194900,197450,214900,245000,240000,230000
"Lakes of the Four Seasons","Crown Point","IN","Chicago","Lake",1107,180000,179900,177900,176400,177900,177400,173250,172000,174900,170950,164900,165450,172450,173700,174950,173500,172900,169900,169900,165000,162900,159900,159999,159900,159900,159500,159500,159896,167000,169900,169900,169900,172400,169900,172400,160000,169900,169900,169900,179900,184900,188850,179950,179000,174900,177500,169900,169450,162425,169900,173449,174898,179900,185000,179900,179000,184949.5,183000,183000,184900,179900,177900,174900,180500,177900,179999,180000,179900,179900,179900,197000,179000,174900,179000,176950,188200,179999.5,194900,186500,185000,199900,202499.5,189850,199949.5,199400,195000,194900,192495
"Mt. Lookout","Cincinnati","OH","Cincinnati","Hamilton",1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,359900,374900,348749.5,339000,329900,329000,374950,374900,359900,369900,385000,395000,345000,339900,359900,359900,375000,393000,4e+05,380000,364950,344950,349900,347450,347450,365000,397200,394950,369000,369000,380000,389900,354900,359900,369950,404000,419900,486500,462750,439900,464900
"James City","New Bern","NC","New Bern","Craven",1109,,,,,,,,,,,,,,179000,182000,169900,169900,169900,169900,177036,175000,169900,169900,170950,165000,172000,167000,171000,164900,164950,165000,169700,172500,159900,181350,179900,193700,193950,186100,189500,175000,179900,179900,179900,187900,180000,183450,177750,180000,180000,179450,181400,173400,174925,174925,175000,174450,177500,180000,172000,169900,169900,170000,174000,174250,170450,167500,166000,160000,155000,150000,150000,149500,148250,154000,156400,160000,164900,164900,159900,169900,165450,171250,177900,182450,189750,181450,194500
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale","Broward",1110,207000,207000,2e+05,209000,209000,198000,185000,190000,2e+05,199000,210000,202450,210000,210000,199000,199000,199900,199900,204900,217000,199000,199900,219000,219000,215000,223500,239900,229999,229999.5,239900,243250,239950,259831,249900,274900,272400,279000,297000,298000,290000,289949.5,295000,299000,309900,309900,307450,325000,329900,329000,321500,319949.5,309900,329000,330750,324950,338998,340000,339800,345000,349000,349500,349000,334988,350000,359900,350250,370000,375000,362500,373500,374450,369000,369900,369000,369000,369900,365000,360000,358000,359999,359000,359900,359900,355900,350000,349999,349900,355000
"Goose Hollow","Portland","OR","Portland","Multnomah",1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374900,4e+05,449999,429000,391500,412450,4e+05,439000,454450,459900,459900,420000,425000,386000,418250
"Walnut Hills","Cincinnati","OH","Cincinnati","Hamilton",1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183000,166250,161750,161750,156950,159000,159000,181700,169900,149900,139500,154450,149900,149000,160950,169450,164000,158700,174900,174200,179000,173500,174900,174900,178000,178000,194250,181250,174900,191500,194000,177400,174900,169900,167450,172500,170000,174900,175000,168900
"Minnetex","Houston","TX","Houston","Harris",1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172990,173990,172990,174990,174990,179990,176990,175000,175000,176990,180495,179900,186450
"South Harrison","Tucson","AZ","Tucson","Pima",1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148950,146950,145000,148900,147450,149500,149500,150000,149900,149887.5,154900,160000,160000,162500,165000,159900,159000,159900,165000,160000,154500,159000,159600,155000,151900,152450,154900,155000,160000,162450,160000,166000,168500,169900,165500,169900,170700,174900,174400,166250,169900,169900
"Downtown","Austin","TX","Austin","Travis",1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555000,497500,449750,449500,474750,517249.5,539900,537900,566750,552450,5e+05,494900,491950,499500,499500,494450,525000,599999,590000,595000,597450,599900,579450,579000,574950,570000,579500,592500
"Richmond Factory","Augusta","GA","Augusta","Richmond",1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51500,53500,54950,63208,69900,69500,64900,75000,76560,72700,67400,61901,69950
"Chesapeake Beach","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424450,399750,399750,399900,399900,397250,399500,4e+05,424900,424900,437500,435000,437500,439000,425000,399999,449900,450000,449950,475000,450000,449450,445000,454900,459900,475000,475000,425000,428500,425000,425000,426150,427300,452000,459900,469900,479900,497450,504950,497000,450000
"Chief Garry Park","Spokane","WA","Spokane","Spokane",1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109850,108250,114900,115000,1e+05,1e+05,1e+05,99900,97450,114850,107500,114700,110000,110418.5,103687
"San Tan Ranch","Gilbert","AZ","Phoenix","Maricopa",1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,249999,260000,289950,284900,279900,269950,284950,274450,274900,277450,277000
"Ednor Gardens-Lakeside","Baltimore","MD","Baltimore","Baltimore City",1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,135950,135000,135950,129900,119900,128400,122400,129900,138400,135000,135000,133499.5,139000,139500,139000,138900,119000,127000,129999.5,137900
"Southgate","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,214900,215000,215000,215000,215000,199900,182200,204900,212500,215000,218750,214900,229000,229000,244900,245000,245000,245000,229900,231950,249000,250000,265000,250000,248250,259000,259000,259000,274900,259900,250000,259900,254500,260000,279900,276900,279900,278900,282500,274950,279000
"Glenham-Belford","Baltimore","MD","Baltimore","Baltimore City",1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,137000,135000,132400,139900,139900,144950,139900,134900,135000,139900,139900,139900,139900,139900,142500,144000
"Ocotillo","Chandler","AZ","Phoenix","Maricopa",1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,339999,344950,340000,374000,379000,376950,375000,384900,379999,389445,385000,385000,385000,385000,366200,341950,349900,349900,349950,375000,395000,389439,379000,380000,389900,392000,419000,369900,369900,377500,391365,373700,397900,386997.5,376950,393750,362000,417500,427000,429500,413750,409900,416450,390000,403000
"Rabbit Creek","Anchorage","AK","Anchorage","Anchorage",1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539000,539000,549900,580000,599450,599900,586950,569950,594200,597750,572000,634000,595000,598000,617250,599000,588000,604000,609000,583000,585000,584000,569400,568000,560000,569500,580000,589500,594000
"Roseway","Portland","OR","Portland","Multnomah",1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000,369900,397944,393450,394900,409900,409900,409900,425000,449500,449900,442500,414950,4e+05,440000
"Sheridan Gardens","Des Moines","IA","Des Moines","Polk",1125,,,,,,,,,,,,,,,,,,,,,,,,,,,93000,90000,79900,92000,99900,94000,97250,99950,109950,1e+05,109900,104900,107450,103111,105950,110000,113900,115000,115000,114400,110000,108950,110000,112950,113900,113900,112500,113700,116750,115500,115500,114900,109900,114900,109950,114900,119000,119000,115250,116700,115500,115000,114900,124900,117900,115900,113450,114900,114900,115000,115500,116750,128400,125000,125000,122450,115500,117000,115500,115500,120000,127200
"Stoneridge","Roseville","CA","Sacramento","Placer",1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612450,624900,626950,610000,589950,549900,570000,599500,629000,587500,667450,667450,649900,615000,625000,599950,592499,599950,610000,679000,649900,667450,729000,714500,674950
"New Aurora-English Turn","New Orleans","LA","New Orleans","Orleans",1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521000,523000,521000,534000,529000,529000,524900,521000,472500,449000,449000,462600,499450,499900,510000,524900,509000,504450,509900,494500,504450,494500,504450,499000,515000
"Indianola Hills","Des Moines","IA","Des Moines","Polk",1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88500,84900,84900,84900,85000,89150,85700,89000,89900,94900,92500,89900,89900,89900,85300,87350,89000,90450,89000,88749.5,91900,92500,89999.5,91000,91900,89987.5,94900,96000,97450,99950,109900,101750,97250,98000,99900,99250,95000,95000,93750,95000,97950,108900,114900,115000,110000,114900,114950,109950,109950,105000,105000,103000,106900
"Bon Air","Louisville","KY","Louisville/Jefferson County","Jefferson",1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,122450,124950,129500,132000,129900,126900,123000,138714,136950,139000,136950,139900,139900,134400,137400,144900,144900,139450,144950,129950,125000,128500,136900,147550,155000
"Barclay-Kingston","Cherry Hill","NJ","Philadelphia","Camden",1131,,,,,,,,,,,,,,,,,,,,,239900,239900,232000,229000,229000,219900,222450,224900,225000,224945,215000,214900,219900,214900,232500,230000,237000,239000,240000,259450,256150,242750,237000,235000,234950,234900,254500,229900,249200,267000,269900,264900,260000,259900,254900,259450,250000,249000,239000,229500,215000,250000,256000,256000,259900,267450,254450,248900,242950,242950,249999,264900,259900,239900,250000,236704.5,259900,279450,279500,269900,254450,256400,271450,251900,246950,244900,264900,299900
"Lynn Lane","Tulsa","OK","Tulsa","Tulsa",1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,279900,283700,289900,284900,267450,262348,269500,279900,280000,269999,288250,286250,280000,288500
"North Valley","Syracuse","NY","Syracuse","Onondaga",1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,55000,52900,52900,55000,55000,55000,55000,53950,52900,44800,45000,45500,47700,52900,44500,47400,47950,49900,44050,44000,38900,41500,44450,42450
"Mustang-Padre Island","Corpus Christi","TX","Corpus Christi","Nueces",1134,259900,279000,274950,269900,259999.5,259999.5,249950,253000,249900,249900,249000,239950,239000,225000,220000,219900,226750,229900,229500,220000,219000,224900,219900,220000,220000,225000,209000,244900,225000,224900,207000,232000,224900,222450,230000,229950,218000,215000,224900,226950,225000,234000,239900,244900,248400,249900,249900,254900,245900,249450,247950,252450,265000,261500,269900,279500,249900,243450,249900,266500,284900,263950,282400,239000,249900,248500,249800,257270,259800,259000,250000,249000,245000,244400,249900,254900,259900,254900,255000,248500,248500,248500,249000,248500,239900,248000,247500,249900
"Val Vista Lakes","Gilbert","AZ","Phoenix","Maricopa",1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000,344750,349900,329950,347450,334725,366950,365000,347500,352000,338000,344500,356700,387500,395000,385000,374900,355000,379499.5,385000,384950,379999,379900,359999,357499.5,344999.5,349999,339450,349900,379000,390000,4e+05,4e+05,365000,350000,352450,359900,357450,375000,379900,379900,389450
"Ballast Point","Tampa","FL","Tampa","Hillsborough",1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,429500,419900,425000,417450,398750,410000,432450,488400,470000,465000,5e+05,479000
"Glade Dr - Reston Pky","Reston","VA","Washington","Fairfax",1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469500,457950,459500,422500,424900,440000,426950,447494,451500,449950,456250,469750,479900,465000
"South Westnedge","Kalamazoo","MI","Kalamazoo","Kalamazoo",1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000,91250,77400,78900,85400,90000,99900,97900,96450,99900,99900,97400,89900,90000,94900
"Southside Flats","Pittsburgh","PA","Pittsburgh","Allegheny",1139,244900,250000.5,259900,276900,279000,262450,269600,274700,279000,269000,264450,255000,269000,269000,255000,269000,250000,250000,250000,240000,269000,269000,269000,269000,269000,256950,255900,254000,249450,239900,249900,244450,229900,239000,244450,261950,250700,258450,239900,249900,269000,254950,269000,277000,275000,271500,279250,279000,279000,272450,272450,269450,269000,249900,250000,274500,274500,275000,249000,249000,249000,244450,249900,249900,246750,249250,289000,274900,269900,273450,259900,259500,279900,264950,264950,260000,260000,260000,259244,250000,239900,239900,261000,259500,258988,254444,249500,249250
"Yardville-Groveville","Hamilton Township","NJ","Trenton","Mercer",1140,214000,227000,232000,229000,239900,229900,224000,219900,229950,225000,227400,225000,229900,225000,225000,229000,229400,239000,229000,229900,229000,224900,218950,212900,219900,225000,224900,239900,239900,234950,216900,215950,210000,212500,243750,237450,246450,229900,227450,231900,234400,237450,239900,229900,229900,232450,235000,236000,239900,239000,239950,244999,249000,248950,245900,238499.5,235250,230000,229999,249000,239249.5,225000,227900,249900,259900,249450,257900,256250,248750,249900,233000,237000,227500,219700,230000,255000,254500,259900,259900,252450,249900,249900,254000,248950,251500,241450,246576,240000
"Otter Creek Crystal","Little Rock","AR","Little Rock","Pulaski",1141,172000,174900,179900,176900,176000,174900,169900,169900,167800,168950,166350,164500,159900,157000,156950,149900,149900,149900,149900,154900,155000,155900,155450,159900,166450,167900,150000,149950,149900,150000,154450,154950,154900,152000,159900,159450,159900,159900,164950,169900,165000,167900,162500,163500,159950,168500,167000,169400,169900,169500,169250,165000,159450,159450,158500,159950,158500,155500,157900,157900,154000,154900,155000,155000,159200,159400,158000,159700,159900,164900,164900,168500,162950,159900,158900,159900,165999.5,173000,168449.5,168249.5,172200,175000,169900,157550,162000,168006,167900,179950
"Alanton","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499999,454500,479450,425000,449000,499900,525000,499900,530000,499900,535000,512200,507450,499000,439000,484000,412500,459450,519000,529900,552500,550000,550000,529900,517400,485000,492000,449000,449000,482500,469950,497000,469900,469900,489450,539000,487500,445000,475000,499000,506950
"Kirkmere","Youngstown","OH","Youngstown","Mahoning",1143,68200,64400,62450,69700,68000,68750,68000,69900,70000,70000,69200,68500,68500,63900,59900,59950,59950,60500,62000,59950,59900,59500,61450,59900,59900,59500,59900,55500,56950,59900,59900,59900,59900,59900,61950,59900,57000,56950,60900,63350,62150,64900,64900,66950,65900,64900,64900,64900,64900,65000,69900,69900,69900,68000,67650,68750,68900,59900,59900,58000,57750,58000,59900,59900,66000,69900,69900,65900,64900,64900,66500,65000,59999,59999,59900,64450,66400,67000,63500,65000,69900,69450,67450,64950,64950,65500,69400,69900
"Black Mountain Ranch","San Diego","CA","San Diego","San Diego",1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249888,1272500,1250000,1254950,1229000,1188950,1181950,1145000,1046918,1e+06,1012034,1140600,1145450,1159000,1154500,1190000,1195000,1129495,1199900,1349950,1208450,1273900,1205900,1273900,1248450,1298500,1327500,1495000,1456500,1396000,1298500,1249000,1250000,1299900,1417500,1399000,1349450,1297000,1395000
"Newell","Charlotte","NC","Charlotte","Mecklenburg",1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145500,169450,169450,172500,170000,180000,190000,189999,172900,197512,176400,175900,202900,179900
"Sweetwater","Columbus","OH","Columbus","Franklin",1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,119900,128400,123450,131400,134950,139900,134200,139900,144900,145900,152000,149900,144900,141800,139999,140949.5,146400,154900,150900,148950,144900,141900,140950,152900,143574,146900,149900,147640,147640,157500
"Victoria Park","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000,529000,549000,569000,550000,544000,559900,549000,499000,579000,599900,589000,619500,625000,599000,599000,575000,567000,547450,545000,549000,562000,557450,539450,530000,550000,549000,535000,549500,575000,575000,599000,599000,599900,642500,645000,632500,599000,599000,589949.5,575000,575000
"Foothills","Henderson","NV","Las Vegas","Clark",1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279500,279500,279900,282494.5,282449.5,299000,320449.5,325000,320999,282450,279900,279900,299900,270550,260000,300700,305000,334999.5,349900,355300,352630,350000,336750
"Bloomfield-Allen","Des Moines","IA","Des Moines","Polk",1149,172900,175000,172400,162900,165000,164450,159000,159000,158000,149900,149900,143750,142500,142000,139450,159900,164950,160000,165000,166250,155450,162000,149990,142900,144900,160500,164900,162450,165000,165000,159900,159900,162900,172500,179900,175700,175000,170000,175000,165250,179900,185000,185000,179900,179900,179900,172900,169900,172900,172900,169900,173900,169900,169900,169900,169900,169900,177900,180000,179900,189500,189900,197200,189900,189900,183950,187450,189900,190000,185450,181500,175900,182500,185950,189900,189900,195000,199250,204950,205000,2e+05,203000,199900,2e+05,2e+05,214900,214950,214900
"Western Hills and Yarborough Subdivision","Shreveport","LA","Shreveport","Caddo",1150,124900,124800,142900,139950,148000,148000,158000,148000,141200,139849,144900,145158.5,145973.5,148949.5,150000,149900,144450,149150,144900,152000,143200,131900,134500,133250,145000,145000,145000,163250,153176,170200,179500,179500,169000,169900,171850,174350,174350,178500,179000,184000,187450,184900,175795,175795,169900,169000,162450,169000,169450,172500,157400,163700,172450,187950,191450,163900,154900,154900,154900,173945,174950,178900,172200,175000,188700,168000,182263,159900,154900,166900,163450,167900,165000,170450,176000,179900,175000,176450,172000,179000,179450,179900,180000,179950,179950,172500,172500,174000
