"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Sun Groves","Chandler","AZ","Phoenix","Maricopa",1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260750,268950,269000,270000,281450,279000,269900,269900,269450,264950,264500,269900,269900,284500,282400,299000,299450,292000,288450,297000,286500,282250,280000,289900,284850,286425,279900,289000,285400,289900,287400,299000,299949.5,291990,294500,295000,299900,299450,299000,309900,305450,299950
"Linden Heights","Dayton","OH","Dayton","Montgomery",1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,59900,59900,59900,59900,59900,59900,59950,59900,61950,58500,56950,56450,59900,60000,60000,60000,57900,57500,59900,59900,57290,57080,55700,51200,54900,48850,49900,53700,56540,58000,59700,59950,59700,65000,64500,59900,59995,62900,62900,62900,63941
"Folwell","Minneapolis","MN","Minneapolis-St Paul","Hennepin",1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,113000,109900,120000,124900,119900,119900,115000,117000,119450,112200,116875,117450
"Highland","Salem","OR","Salem","Marion",1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,135000,154450,164900,169900,169900,167450,164950,155000,160000,160000,162450,169500,174950
"Riverside","Jacksonville","FL","Jacksonville","Duval",1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000,239000,232500,224000,224450,239900,244950,249900,265000,269950,269900,254000,259999,259999,259949.5,239950,245500,250000,249950,259900,253800,258000,278650,254950,253850,265000,250000,227000,229900,255000,239900,255000,249900,249000,255000,263000,269900,267700,275000,299500,297000,281250
"Augusta Ranch","Mesa","AZ","Phoenix","Maricopa",1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241950,235700,239000,257500,249500,249500,250000,250000,244700,249900,249000,254900,281950,272000,239800,236750,250000,249900,250000,261950,304450,299000,302400,299900,299900,299000,279000,278888,271950,266450,271450,274450,263500,259000,247000
"Boyd Acres","Bend","OR","Bend","Deschutes",1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258000,259900,257000,269000,271200,259900,259950,278950,259900,254947,254973.5,253223.5,259900,265000,267750,269950,274900,269950,279600,284900,279950,287450,289900,287000,289950,299990,297000,296500,296500,297850,315000,299950,313290,310395,335000,349950,375000,367030,343950,336750,339900,336950,374900,377423.5,339475,399000,399000,399250
"Bouldin","Austin","TX","Austin","Travis",1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,525000,532450,544450,539900,512000,517450,537500,615000,629000,6e+05,6e+05,539700,555000,599750,614950,629900,617250,625000,630000,625000,625000,624900,622450,607000,614450,610000,663750,609500,589999,599000,582499.5,599500,599499.5
"Jacksonville Farms-Terrace","Jacksonville","FL","Jacksonville","Duval",1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171990,176990,177990,191490,194990,193970,193990,199970,196990,198990,197990,199990,199990,204995,204995,202490,203990,189900,193990,189990,189990,182500,212990,213945,220000,212990,203990,206995,199750,197250,215995,204700,179950,190000,194000,184990,179200,179900,195000,195000,199900,189450,205000,202500,199500,215000,192100,182500,186990,184990,189000,192500,199000
"Sterling Hills","Aurora","CO","Denver","Arapahoe",1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335497.5,334995,335000,325246,324092.5,324092.5,326540,324338.5,330000,335000,335000,329900,320000
"Rosedale","Austin","TX","Austin","Travis",1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,515000,499900,587350,604450,612450,599900,612450,597450,585000,563900,599900,599900,575000
"Watrous South","Des Moines","IA","Des Moines","Polk",1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108700,1e+05,95000,95000,89950,94500,95000,105000,104900,104450,104900,103975,103150,1e+05,103925,101950,100950,103500,110000,115000,110000,110000,109950,109900,107250,105700,109950,111950,113000,110000,113450,115500,113900,116500,119900,111950,111950,114400,114900,111000,117950,117450,125000,125000,125000,125750,124450,121950,125000,125000,125000,127750,125750
"Cherry-Guardino","Fremont","CA","San Francisco","Alameda",1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,542500,524000,579500,614950,514997.5,460087,425000,446800,499000,431844,458888,488888
"Viola","Ramapo","NY","New York","Rockland",1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684450,724450,699900,764000,759000,749000,749000,759450,699000,748000,709000,743499.5,799000,799000,715000,777499.5,825000,799949.5,799900,799949.5,839000
"Southwestern Hills","Des Moines","IA","Des Moines","Polk",1165,238700,229900,247000,227450,230000,237000,229900,229000,219900,217000,199900,199900,199900,195450,195000,198950,215000,214400,227450,225000,220450,207400,215000,199000,194900,195000,201950,192000,199900,227000,229500,224900,225200,217500,228950,218225,219425,219500,228900,239900,232900,239900,235000,238400,238450,229950,234900,234900,236900,239900,224000,195000,226000,227000,232400,224950,219950,225000,199500,219900,209900,215000,223400,214900,204500,227450,235000,209450,227450,229000,235500,204000,210400,209900,209000,229450,239950,244900,242450,242500,249950,269900,265000,249950,227200,253750,258000,262500
"Penn Wynne","Wynnewood","PA","Philadelphia","Montgomery",1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348250,379900,394000,4e+05,399000,409000,376950,376875,333500,307000,315000,357450,357450,365000,359500,369900,369900,350000,324950,303905,306952.5,325000,325000,335000,384450
"Glynlea - Grove Park","Jacksonville","FL","Jacksonville","Duval",1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172500,165000,165000,161450,163750,161500,166450,164000,165000,159900,161450,167400,157450,155000,179000
"Beverly Woods","Charlotte","NC","Charlotte","Mecklenburg",1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500,415000,419900,419900,449500,469900,466000,439900,459000,449000,428000,419000,415000,415000,415000,427000,449900,449900,493950,550000
"South Semoran","Orlando","FL","Orlando","Orange",1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,56900,55000,59445,57000,61400,62000,60000,64000,64000,64000,59900,61955,59997.5,59972.5,62750,61900,62000,65000,64900,65000,66250,67000,67749.5,68539,69500,69450,69000,69900,69200,67000,72000,72000,74900,74900,72950,75000,75000,75000,75000,74997.5,79450
"Silver Creek","Bakersfield","CA","Bakersfield","Kern",1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220450,219950,216000,220000,219000,225000,219700,222999,220000,219900,224975,221949.5,224900,219950,219900,217000,217000,216000,219900,218500,225000,227250,229950
"West Nyack","Clarkstown","NY","New York","Rockland",1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,514250,514250,535000,519000,499000,499000,499450,507450,507000,527000,539000,485000
"Marshall - Shadeland","Pittsburgh","PA","Pittsburgh","Allegheny",1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,39995,39990,39900,37500,39900,39900,40000,44950,45450,45900,40000
"Century City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285000,1172500,1090000,1172500,1149500,1225000,1197500,1199000,1195000,1200000,1225000,1280000,1349000,1260000
"Riverside","Baltimore","MD","Baltimore","Baltimore City",1173,298500,290000,287000,289000,288250,289000,289000,285000,273950,279000,279000,275500,260950,250000,259000,267400,269900,281950,289900,272500,285000,279900,277450,275450,269900,275000,275450,269950,264900,270000,277000,271250,269900,269900,269900,269900,269900,275000,267450,289950,275000,289900,305000,289000,299900,289000,280450,279000,280949.5,292450,309900,323500,324000,329900,339900,325000,329900,329900,320000,320000,324900,327400,318900,322450,315000,299000,296000,289950,299900,307500,3e+05,338500,366850,344900,339999,359000,355900,339900,329900,325000,316000,317450,319900,315000,329900,349450,339900,379450
"Cherry Creek","Denver","CO","Denver","Denver",1175,649900,669000,628000,649450,627000,637000,650000,695000,652500,622500,6e+05,599450,599000,585000,592000,585000,550000,550000,550000,612000,629000,645000,679000,629950,619900,599999,650000,697000,725000,729000,723500,650000,655000,675000,675000,699000,735000,725000,775000,759900,7e+05,735000,774500,777500,819900,889000,892000,828950,875000,849000,843500,834497.5,815750,789000,827000,920000,845000,789000,765000,732475,765000,770000,745000,814500,789900,760000,779000,795000,782500,799000,830000,899950,890000,905950,920000,875000,889000,860000,849900,839999,896250,849000,905500,897500,889000,869000,878750,841950
"South Gate Ridge","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176750,185000,187000,181900,180000,197450,187450,187450,185999,195000,197450,189450,184450,214900,221200,208500,209500,212500,219000,217000,196999.5,202500,202500,217500,220000,221000,221950,234900
"Heights","Little Rock","AR","Little Rock","Pulaski",1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381750,399900,394450,349000,379950,430000,479000,549000,525000,489000,499450,499000,479900,424900,424900
"Seville","Gilbert","AZ","Phoenix","Maricopa",1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,348450,344900,340000,344950,350000,367000,369900,355000,359900,347900,344888,319945,330000,334000,334900,327400,329900,315000,330000,330000,317450,319999.5,332993.5,335000,329900,338250,334900,329000,329000,329995,358900,334750,337000,347400,374900,352400,363450,382000,385000
"Patterson Park","Baltimore","MD","Baltimore","Baltimore City",1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,162450,162450,169900,165000,185000,183997.5,189900,189900,195000,189900,185000,185000,189990,199900,199450,187000,195499.5,184500,189000,189000,192500,199000,189450,189950,185000,182445,185000,179000,189450,189900,165000,173000,173500,199900,190000,209900,231950,225000,239900,239000,235000,235000,229500,224999.5,227000,225000
"Valencia West","Tucson","AZ","Tucson","Pima",1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167900,165900,160000,159000,156400,160545.5,165200,166950,164950,166402,164990,168990,164900,170445,169900,169900,173900,172245,179000,179650,179000,179900,179900,177450,179850,177900,177900,169000,169900,168500,168749.5,169950,171450,170000,172700,179450,179900,181990,175945,179000,176990,179900
"Meadowbrook","Syracuse","NY","Syracuse","Onondaga",1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,154950,158700,159900,159900,157900,152900,149200,139950,149900,148500,142600,139950,144950
"Lynnhaven Shores","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1182,374900,375000,399250,377950,374000,374950,374000,360750,349900,339000,327000,329500,339900,337000,339000,329000,325000,329000,329000,330000,327000,329450,319000,309000,304500,311950,299900,294450,294900,299000,299000,312450,302500,302500,305000,3e+05,287250,298500,299750,299495,325000,344800,329900,346000,335497.5,327250,328500,335000,329500,342450,349949.5,367500,348900,349900,346500,349900,349900,349900,349900,349900,329000,341500,344450,369000,390500,374900,365000,369000,369000,387000,369900,349200,334500,339000,335000,335000,348000,349900,349900,356250,354000,325000,319900,339450,349500,349500,352373.5,359000
"The Provinces","Chandler","AZ","Phoenix","Maricopa",1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,219450,205000,210000,212400,2e+05,207350,199950,215900,219950,225900,226450,225000,228499.5,220000,220000,226250,220000,229000,243000,235000,232900,235800,239000,239000,235000,239500,237000,240000,240000,239997.5,246900,245000,248500
"West Loop Gate","Chicago","IL","Chicago","Cook",1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,309950,302000,309900,299900,297000,299000,274900,309000,299250,299000,297500,299900,295900,299900,299900,299900,299900,314500,297000,299000,304450,3e+05,299949.5,294950,294950,289000,285000,282500,309950,329000,350000,317500,299900,299900,317500,326000,345000,349999.5,367450,347500,324900,349000
"Secret Cove","Jacksonville","FL","Jacksonville","Duval",1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,164925,162450,168450,179800,185400,187450,189900,187950,195000,194950,191800
"Awbrey Butte","Bend","OR","Bend","Deschutes",1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659000,649900,662500,660750,625000,599500,625000,599750,585000,626000,599000,639000,634250,675250,677250,625000,612500,615000,615000,595000,599450,579950,597000,619950,699000,777450,799250,779000,779949.5,769000,789450,737475,699925,707475,699950,715000,725000
"Chevy Chase-Ashland Park","Lexington","KY","Lexington","Fayette",1187,549000,544500,535000,540000,517000,499900,499400,499700,492450,482450,485000,478950,475000,447250,459000,449500,445000,447000,425000,458000,449500,440000,440000,440000,425000,452500,449500,449000,449000,434900,455000,439500,439500,434000,399450,399000,399900,395000,409900,435000,449000,489900,497500,497000,474900,463000,465950,468792,469500,469000,449247.5,432000,437448,457398,444900,444900,444950,449450,494750,507450,514900,595000,525000,514950,535000,555000,555000,575000,574450,571950,614900,549000,529900,549900,549000,557000,589499.5,552500,555000,565000,544250,559450,549000,514000,467000,525000,610500,597000
"West Yarmouth","Yarmouth","MA","Cape Cod","Barnstable",1188,255450,269900,259000,252900,252900,249900,247750,249900,249900,249000,249500,249500,239900,229000,209000,219900,229000,224950,219900,224900,225000,222450,219000,219900,219400,215000,215000,228950,224950,238500,235000,235000,249000,245000,259000,249900,235000,239900,239900,249900,269000,254900,259000,255000,269900,267450,265000,272450,279900,265000,272450,275000,259000,269800,255000,269400,269000,267900,257500,269000,269000,265950,272400,271900,297000,289000,289000,269900,274500,272450,274900,264900,259900,259900,259900,269000,279000,289000,279900,279900,269000,269900,259901,256900,259900,259900,263900,275000
"Marina","San Diego","CA","San Diego","San Diego",1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874999.5,754500,714750,730000,819000,799949.5,759900,797000,832900,797000,739250,797000,850000,841944,848888,980000,889000,922450
"Hillcrest","Little Rock","AR","Little Rock","Pulaski",1190,252400,244900,225250,207500,207500,219900,209900,195000,199900,214900,218000,219900,219900,209900,208000,218250,215000,215000,212500,224250,225000,239200,244495,249450,254900,244500,246500,270000,249900,244350,257450,243900,229000,234900,229000,237400,219450,234900,227450,216950,209000,214500,222200,209500,212250,212500,212000,207500,198500,209900,199900,209900,210000,219950,224450,219900,219900,205000,214950,229500,239900,218950,218950,208700,227250,229900,229700,229000,238700,229000,239000,239000,239000,227900,234900,236700,249450,245250,249900,249900,244900,229900,227000,196900,209450,212450,224950,215450
"Spring Park","Jacksonville","FL","Jacksonville","Duval",1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117450,121200,112500,105000,116900,105000,110500,116000,115000,120000,120000,115165
"Lansingville","Youngstown","OH","Youngstown","Mahoning",1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17600,19498.5,22900,22500,19700,19000,19000,19900,19900,19900,20000,22500,23500,24000,24000
"Deep Creek West-Dismal Swamp","Chesapeake","VA","Virginia Beach","Chesapeake City",1193,316345,316345,316345,329713.5,324713.5,327263.5,320000,308950,315000,315000,309900,309900,299900,303700,299450,299900,308200,303900,298450,289950,262000,274900,262000,240000,239950,255000,263500,262000,279990,270950,263450,280995,284945,284950,289945,289900,299900,297855,306445,319250,315000,289990,289990,295000,299000,299950,299900,319310,319990,319900,299990,319990,322445,329900,320912.5,339990,333990,348900,329900,309990,327780,328994.5,327780,334952.5,325235,327780,317620,322400,317620,327990,340937.5,346117.5,347495,349900,357515,353785,358257.5,347870,339990,341245,333990,337990,337990,344870,343782.5,357960,354500,369990
"Business District","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552990,531450,617450,613950,548500,608000,549900,599000,579000,589000,599949.5,609000,662500,657500,690000,686500,676500,626500,631950,629888,639450,599000,632350,619000,618000,599450,599450,616500,645000,625000,629000,634000,625000,625000,618000,605947.5,637000,634500,664500,684500,699000,710000,678000
"Yorktown Heights","Yorktown","NY","New York","Westchester",1195,419900,434500,425000,425000,425000,419900,419900,402500,397250,389700,389000,369000,372450,372217,389000,379900,379900,375000,369900,355750,369900,362000,349949.5,345000,354500,365000,369900,375000,375000,369450,374900,360000,367000,389000,404950,417000,412500,399900,399950,402407,399914,399999,399499.5,397000,397000,399000,379250,382500,399999,4e+05,407500,407500,415000,415000,413500,420000,415000,399900,378950,368950,357500,365700,379900,399000,404500,409950,415000,415000,399900,4e+05,424000,419000,419000,399900,399000,399900,425000,425000,425000,4e+05,4e+05,419500,428900,423000,4e+05,423000,442450,449900
"Pearl District","Portland","OR","Portland","Multnomah",1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525719.5,490000,5e+05,514450,509950,519900,524500,577450,589900,549000,544000,532000,5e+05,5e+05,465000,460000,449000,459900,459900,469950,525000,517000,552000,549000,549000,529000,499250,516600,517800,518300,516950,525000,514450,524950,576250,599000,597000,567500,571250
"Back Creek Church Road","Charlotte","NC","Charlotte","Mecklenburg",1197,154980,154900,151990,149950,149000,146735,135500,138990,144900,129900,119900,117900,119900,105000,110000,119000,123750,129900,120000,124900,114900,114900,107000,107500,115250,115000,125450,114450,119950,119900,125000,129900,131200,128200,150400,145990,156990,158900,145634.5,163700,162500,169900,169900,170490,179345,173970,177445,174900,179900,176945,174895,174890,174602.5,179990,178995,178995,180000,184995,184990,172900,185990,185000,185495,180000,174900,174900,160000,169900,173000,164950,170990,172600,179500,164950,164950,158450,152500,164950,169000,179000,175000,177000,175000,177000,182250,179900,179900,169000
"Virginia Park","Tampa","FL","Tampa","Hillsborough",1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000,497000,479000,471000,499990,499900,499945,540990,554945,559990,559990,575000,554900,575000,562500,559000,562000,557000,574999,549000,539900,598800,574900,549999,559000,574950,599000
"Tower Homes","Kansas City","MO","Kansas City","Jackson",1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144300,170000,174944,172000,165000,157950,174900,184950,175000,168950,162500,160000,175000,194900,205000
